Aikaleima	ID	Asuinpaikka	Oppiaste	MOOC-kokemus	Koodiaapisen linja	Oppiaineet	Ohjelmointiympäristöt	Ohjelmointi opetuksessa	Kunka paljon aikaa luulet pystyväsi käyttämään MOOC:in suorittamiseen viikoittain	Sukupuoli	Ikä	Työtilanne	Koulun kunta
25.10.2015 klo 12.34.30	#N/A	Uusimaa	Perusopetus luokat 3-6, Perusopetus luokat 7-9	En	Racket (7-9)	Olen luokanopettaja, Tietotekniikka, Käsityö, Liikunta	ScratchJr, Scratch, Lego RXT, NXT tai EV3, JavaScript, Java, Picaxe Basic, HTML, CSS	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Mies	25-35	Sijainen, määräaikainen (opettaja)	Järvenpää
25.10.2015 klo 12.45.20	#N/A	Pohjois-Savo	Perusopetus luokat 7-9	En	Racket (7-9)	Matematiikka, Fysiikka ja/tai kemia	Modula 2	En ole koskaan käyttänyt ohjelmointia opetustyössä	2-3h	Nainen	36-45	Vakinainen työsuhde (opettaja)	Kuopio
25.10.2015 klo 13.27.43	301	Pohjanmaa	Perusopetus luokat 1-2, Perusopetus luokat 3-6	En	ScratchJr (E-2), Scratch (3-6)	Olen luokanopettaja	Lego RXT, NXT tai EV3, HTML, CSS, muinainen kirjoitusohjelma Teko vaati jonkinlaista ohjelmointia, mitä muuten commodore 64 käytti?	muutaman ryhmän kanssa legorobotteja ohjelmoitu, oppilaiden kanssa yhdessä opeteltu ja etsitty ratkaisuja ongelmiin	Käytän niin paljon kuin se vaatii	Nainen	Yli 55	Vakinainen työsuhde (opettaja)	Uusikaarlepyy
25.10.2015 klo 13.28.11	#N/A	Uusimaa	Perusopetus luokat 1-2, Perusopetus luokat 3-6, Perusopetus luokat 7-9	En	ScratchJr (E-2)	Olen luokanopettaja, Uskonto ja/tai ET	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	25-35	Sijainen, määräaikainen (opettaja)	Helsinki
25.10.2015 klo 13.59.36	#N/A	Uusimaa	Esiopetus	En	ScratchJr (E-2)		En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	Yli 55	Vakinainen työsuhde (opettaja)	Helsinki
25.10.2015 klo 14.10.37	#N/A	Keski-Suomi	Ammattillinen koulutus	En	ScratchJr (E-2)	Tietotekniikka	ScratchJr, Python, C/C++, Basic (Visual, Cool, tms), HTML, CSS, Perl, Pascal, Object C, SDL	En ole koskaan käyttänyt ohjelmointia opetustyössä, En ole opettanut ohjelmointia mutta ohjelmoinnista on ollut apua opetustyössä muuten	0-1h	Mies	36-45	Vakinainen työsuhde (opettaja)	Jyväskylä
25.10.2015 klo 14.27.24	#N/A	Uusimaa	Perusopetus luokat 7-9	Kyllä, olen suorittanut loppuun asti	Racket (7-9)	Matematiikka, Fysiikka ja/tai kemia	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	Käytän niin paljon kuin se vaatii	Nainen	46-55	Vakinainen työsuhde (opettaja)	Helsinki
25.10.2015 klo 14.34.41	#N/A	Uusimaa	Perusopetus luokat 7-9	En	Racket (7-9)	Matematiikka, Fysiikka ja/tai kemia	Basic (Visual, Cool, tms)	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	36-45	Vakinainen työsuhde (opettaja)	Vantaa
25.10.2015 klo 15.52.50	#N/A	Uusimaa	Perusopetus luokat 7-9	En	Racket (7-9)	Fysiikka ja/tai kemia	Python	Olemme kokeilleet valmiita sivustoja oppilaiden kanssa (esim. code.org)	3-5h	Nainen	25-35	Sijainen, määräaikainen (opettaja)	Espoo
25.10.2015 klo 15.59.45	#N/A	Päijät-Häme	Perusopetus luokat 1-2, Perusopetus luokat 3-6	En	Scratch (3-6)	Olen luokanopettaja	ScratchJr, Scratch	Olemme kokeilleet valmiita sivustoja oppilaiden kanssa (esim. code.org), Olemme ohjelmoineet muutamia tunteja (alle 10)	0-1h	Nainen	36-45	Vakinainen työsuhde (opettaja)	Orimattila
25.10.2015 klo 16.18.03	#N/A	Varsinais-Suomi	Perusopetus luokat 1-2, Perusopetus luokat 3-6	En	ScratchJr (E-2), Scratch (3-6)	Olen luokanopettaja	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	Yli 55	Vakinainen työsuhde (opettaja)	Salo
25.10.2015 klo 16.22.37	#N/A	Uusimaa	Perusopetus luokat 1-2	En	ScratchJr (E-2)	Olen luokanopettaja	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	2-3h	Mies	36-45	Vakinainen työsuhde (opettaja)	Helsinki
25.10.2015 klo 16.28.34	#N/A	Keski-Suomi	erityisluokka	En	ScratchJr (E-2)	Olen erityisopettaja	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	2-3h	Nainen	46-55	Vakinainen työsuhde (opettaja)	Jyväskylä
25.10.2015 klo 17.03.02	#N/A	Kanta-Häme	Perusopetus luokat 1-2	En	ScratchJr (E-2)	Olen luokanopettaja, Äidinkieli ja kirjallisuus, Matematiikka, Uskonto ja/tai ET, Käsityö, Kuvataide, Liikunta	ScratchJr, HTML, CSS	En ole koskaan käyttänyt ohjelmointia opetustyössä	2-3h	Nainen	25-35	Sijainen, määräaikainen (opettaja)	Loppi
25.10.2015 klo 17.13.06	#N/A	Uusimaa	Perusopetus luokat 3-6	En	Scratch (3-6)	Olen luokanopettaja	C#, Basic (Visual, Cool, tms), HTML, CSS	En ole koskaan käyttänyt ohjelmointia opetustyössä	2-3h	Mies	25-35	Sijainen, määräaikainen (opettaja)	Helsinki
25.10.2015 klo 17.23.47	#N/A	Pirkanmaa	Esiopetus	En	ScratchJr (E-2)	Lastentarhanopettaja/esiopettaja	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	2-3h	Nainen	Alle 25	Vakinainen työsuhde (opettaja)	Urjala
25.10.2015 klo 17.34.57	#N/A	Lappi	Perusopetus luokat 1-2, Perusopetus luokat 3-6, Perusopetus luokat 7-9	En	Racket (7-9)	Kielet, rehtori	Code.org, HTML, CSS	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	46-55	rehtori	Kemi
25.10.2015 klo 17.48.38	#N/A	Uusimaa	erityisopetus 1-10	En	ScratchJr (E-2)	Matematiikka	ScratchJr	En ole koskaan käyttänyt ohjelmointia opetustyössä	Käytän niin paljon kuin se vaatii	Nainen	Yli 55	Vakinainen työsuhde (opettaja)	Helsinki
25.10.2015 klo 17.54.55	#N/A	Uusimaa	Esiopetus, Perusopetus luokat 1-2	En	ScratchJr (E-2)		Turtle Roy	Olen toiminut järjestelmäkehittäjänä	Käytän niin paljon kuin se vaatii	Nainen	36-45	Yrittäjä	
25.10.2015 klo 18.17.51	#N/A	Pohjois-Karjala	Perusopetus luokat 1-2	En	ScratchJr (E-2)	Olen luokanopettaja	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	Yli 55	Vakinainen työsuhde (opettaja)	Lieksa
25.10.2015 klo 18.23.26	#N/A	Kanta-Häme	Perusopetus luokat 1-2, Perusopetus luokat 3-6	En	ScratchJr (E-2)	Olen erityisopettaja	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	36-45	Vakinainen työsuhde (opettaja)	Tammela
25.10.2015 klo 18.46.11	#N/A	Uusimaa	erityisopetus	En	ScratchJr (E-2)	Olen luokanopettaja, Olen erityisopettaja	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	25-35	Opiskelija (opettajaksi valmistuva)	
25.10.2015 klo 19.00.59	#N/A	Päijät-Häme	Perusopetus luokat 7-9	En	Scratch (3-6), Racket (7-9)	Terveystieto, Liikunta	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	36-45	Vakinainen työsuhde (opettaja)	Lahti
25.10.2015 klo 19.40.04	#N/A	Uusimaa	En ole opettaja	En	ScratchJr (E-2), Scratch (3-6)		HTML, CSS	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Mies	25-35	Tuotepäällikkö	
25.10.2015 klo 19.43.12	#N/A	Uusimaa	Perusopetus luokat 7-9	Kyllä, olen suorittanut loppuun asti	ScratchJr (E-2), Scratch (3-6), Racket (7-9)	Matematiikka, Tietotekniikka	ScratchJr, Scratch, JavaScript, Python, Java, Basic (Visual, Cool, tms), HTML, CSS	Olen opettanut ohjelmointia pidemmän jakson (yli 10), Vedän ohjelmointikerhoa	3-5h	Mies	36-45	Sijainen, määräaikainen (opettaja)	Vantaa
25.10.2015 klo 19.48.04	#N/A	Keski-Suomi	Perusopetus luokat 3-6	En	Scratch (3-6)	Olen luokanopettaja, Käsityö, Musiikki	HTML, CSS, rakentanut valmiille alustalle omat kotisivut, päivittänyt koulun nettisivuja ja pitänyt muutamaa blogia	En ole koskaan käyttänyt ohjelmointia opetustyössä	3-5h	Nainen	25-35	Sijainen, määräaikainen (opettaja)	Keuruu
25.10.2015 klo 20.06.45	#N/A	Uusimaa	en ole opettaja	En	ScratchJr (E-2)		JavaScript, C/C++, Java, Basic (Visual, Cool, tms), HTML, CSS	En ole koskaan käyttänyt ohjelmointia opetustyössä	vaihtelevasti	Nainen	36-45	kotona lapsen kanssa, en opetusalalla ollenkaan	
25.10.2015 klo 20.15.53	#N/A	Pohjois-Savo	Perusopetus luokat 3-6, Perusopetus luokat 7-9	Kyllä, olen suorittanut loppuun asti	ScratchJr (E-2), Scratch (3-6), Racket (7-9)	Matematiikka, Fysiikka ja/tai kemia, Käsityö, Liikunta	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	36-45	Sijainen, määräaikainen (opettaja)	Savonlinna
25.10.2015 klo 20.29.11	#N/A	Satakunta	Perusopetus luokat 1-2	En	ScratchJr (E-2)	Olen luokanopettaja	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	36-45	Vakinainen työsuhde (opettaja)	Pori
25.10.2015 klo 20.54.46	#N/A	Pohjois-Pohjanmaa	Perusopetus luokat 1-2	En	ScratchJr (E-2)	Olen luokanopettaja, Musiikki	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	36-45	Sijainen, määräaikainen (opettaja)	Oulu
25.10.2015 klo 21.13.20	#N/A	Pohjois-Savo	Perusopetus luokat 3-6	En	Scratch (3-6)	Olen luokanopettaja	HTML, CSS	En ole opettanut ohjelmointia mutta ohjelmoinnista on ollut apua opetustyössä muuten	1-2h	Nainen	25-35	Vakinainen työsuhde (opettaja)	Kuopio
25.10.2015 klo 21.19.05	#N/A	Uusimaa	Perusopetus luokat 3-6	En	ScratchJr (E-2), Scratch (3-6)	Olen erityisopettaja	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	Käytän niin paljon kuin se vaatii	Nainen	Yli 55	Työtön, ei työelämässä	
25.10.2015 klo 21.25.32	#N/A	Kanta-Häme		Kyllä, olen suorittanut loppuun asti	En tiedä vielä		JavaScript, Python, C/C++, C#, HTML, CSS	En ole koskaan käyttänyt ohjelmointia opetustyössä	Käytän niin paljon kuin se vaatii	Mies	Alle 25	Peruskoululainen	
25.10.2015 klo 21.30.48	#N/A	Uusimaa	Perusopetus luokat 1-2, Perusopetus luokat 3-6	En	En tiedä vielä	Olen luokanopettaja	ScratchJr, Code.org	Olemme kokeilleet valmiita sivustoja oppilaiden kanssa (esim. code.org)	1-2h	Nainen	36-45	Vakinainen työsuhde (opettaja)	
25.10.2015 klo 21.46.40	#N/A	Uusimaa	Perusopetus luokat 1-2, Perusopetus luokat 3-6	En	Scratch (3-6)	Olen luokanopettaja, Rehtori	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	Yli 55	Vakinainen työsuhde (opettaja)	Helsinki
25.10.2015 klo 21.55.58	#N/A	Satakunta	Perusopetus luokat 1-2	En	ScratchJr (E-2)	Olen luokanopettaja	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	36-45	Sijainen, määräaikainen (opettaja)	Porin kaupunki
25.10.2015 klo 22.25.56	#N/A	Kanta-Häme	Perusopetus luokat 3-6, Perusopetus luokat 7-9	En	Scratch (3-6)	Olen luokanopettaja, Fysiikka ja/tai kemia	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	2-3h	Nainen	25-35	Sijainen, määräaikainen (opettaja)	Janakkala
25.10.2015 klo 22.32.49	#N/A	Uusimaa	Ammattillinen koulutus	Kyllä, olen suorittanut loppuun asti	Scratch (3-6), En tiedä vielä	opetan mm mobiilin ja sosiaalisen meidan käyttöä	ScratchJr	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	36-45	Vakinainen työsuhde (opettaja)	Helsinki
25.10.2015 klo 22.40.33	#N/A	Uusimaa	Perusopetus luokat 1-2	Kyllä, olen suorittanut loppuun asti	ScratchJr (E-2)	Olen luokanopettaja, Äidinkieli ja kirjallisuus, Matematiikka, Biologia ja/tai maantieto, Uskonto ja/tai ET, Tietotekniikka, Käsityö, Musiikki, Kuvataide	Scratch, Lego RXT, NXT tai EV3	Olemme ohjelmoineet muutamia tunteja (alle 10), Vedän ohjelmointikerhoa	0-1h	Nainen	46-55	Vakinainen työsuhde (opettaja)	Espoo
25.10.2015 klo 22.49.33	#N/A	Etelä-Karjala	Perusopetus luokat 1-2	En	ScratchJr (E-2)	Olen luokanopettaja	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	2-3h	Nainen	36-45	Työtön, ei työelämässä	
25.10.2015 klo 22.52.30	#N/A	Uusimaa	Perusopetus luokat 3-6	En	Scratch (3-6)	Olen luokanopettaja	ScratchJr, Scratch, Racket	Olemme ohjelmoineet muutamia tunteja (alle 10)	1-2h	Mies	25-35	Vakinainen työsuhde (opettaja)	Kirkkonummi
25.10.2015 klo 23.08.21	#N/A	Muualla	Esiopetus, Perusopetus luokat 1-2	En	ScratchJr (E-2), Scratch (3-6)	Äidinkieli ja kirjallisuus, Käsityö, Musiikki, Kuvataide, Kotitalous, Liikunta	Basic (Visual, Cool, tms)	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	46-55	Vakinainen työsuhde (opettaja)	cupertino, Kalifornia
25.10.2015 klo 23.08.28	#N/A	Uusimaa	Perusopetus luokat 1-2	Kyllä, olen suorittanut loppuun asti	ScratchJr (E-2), Scratch (3-6)	Olen luokanopettaja, Biologia ja/tai maantieto, Fysiikka ja/tai kemia	ScratchJr, Code.org, Hopscotch, Kodable	Olemme kokeilleet valmiita sivustoja oppilaiden kanssa (esim. code.org), Olen opettanut ohjelmointia pidemmän jakson (yli 10)	2-3h	Nainen	25-35	Sijainen, määräaikainen (opettaja)	Kirkkonummi
25.10.2015 klo 23.28.46	#N/A	Varsinais-Suomi	Perusopetus luokat 3-6, Perusopetus luokat 7-9	En	ScratchJr (E-2)	Olen luokanopettaja, Kielet, Terveystieto, Uskonto ja/tai ET	ScratchJr, Scratch, Code.org	Olemme kokeilleet valmiita sivustoja oppilaiden kanssa (esim. code.org), Olemme ohjelmoineet muutamia tunteja (alle 10), Vedän ohjelmointikerhoa	0-1h	Nainen	36-45	Vakinainen työsuhde (opettaja)	Paimio
25.10.2015 klo 23.46.32	#N/A	Kanta-Häme	Perusopetus luokat 7-9, Lukio	En	Racket (7-9)	Kielet	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	2-3h	Nainen	36-45	Vakinainen työsuhde (opettaja)	Hattula
26.10.2015 klo 9.44.36	#N/A	Etelä-Savo		Kyllä, olen suorittanut loppuun asti	Scratch (3-6), Racket (7-9)		Scratch, Racket, Turtle Roy, JavaScript, Python, C/C++, Java, C#, Logo, Basic (Visual, Cool, tms), HTML, CSS, Haskell, Ada, VHDL	Tulen vetämään ohjelmointikerhoa	1-2h	Mies	25-35	Ohjelmistosuunnittelija oppilaitoksessa	
26.10.2015 klo 12.28.52	#N/A	Muualla	Esiopetus, Perusopetus luokat 1-2	En	ScratchJr (E-2)	Lastentarhanopettaja	En mitään.	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	46-55	Ulkomailla vapaaehtoistyössä	
26.10.2015 klo 13.37.28	#N/A	Pohjois-Pohjanmaa	Perusopetus luokat 3-6	En	Scratch (3-6)	Olen luokanopettaja	ScratchJr, Scratch, Code.org	Olemme kokeilleet valmiita sivustoja oppilaiden kanssa (esim. code.org)	1-2h	Nainen	25-35	Vakinainen työsuhde (opettaja)	Pudasjärvi
26.10.2015 klo 15.25.54	#N/A	Pohjois-Savo	Ammattikorkeakoulu	En	En tiedä vielä	Ammattiaine	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	2-3h	Nainen	Yli 55	Sijainen, määräaikainen (opettaja)	Kuopio
26.10.2015 klo 16.05.31	#N/A	Uusimaa	Vapaa sivistystyö	En	ScratchJr (E-2), Scratch (3-6), Racket (7-9)	Tietotekniikka, taloushallinto	Basic (Visual, Cool, tms), HTML, CSS	En ole koskaan käyttänyt ohjelmointia opetustyössä	Käytän niin paljon kuin se vaatii	Nainen	Yli 55	eläkeläinen	Raasepori
26.10.2015 klo 17.55.07	#N/A	Keski-Suomi	Perusopetus luokat 1-2, Perusopetus luokat 3-6	En	ScratchJr (E-2)	Olen luokanopettaja, Olen erityisopettaja, Kuvataide	HTML, CSS	Olemme kokeilleet valmiita sivustoja oppilaiden kanssa (esim. code.org), En ole opettanut ohjelmointia mutta ohjelmoinnista on ollut apua opetustyössä muuten	1-2h	Nainen	46-55	Opiskelija (opettajaksi valmistuva)	
26.10.2015 klo 19.13.29	#N/A	Pohjois-Pohjanmaa	Perusopetus luokat 7-9	En	Racket (7-9)	Matematiikka, Käsityö	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	3-5h	Nainen	46-55	Vakinainen työsuhde (opettaja)	Sievi
26.10.2015 klo 20.04.27	#N/A	Varsinais-Suomi	Esiopetus	En	ScratchJr (E-2)	esiopetus	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	Käytän niin paljon kuin se vaatii	Nainen	36-45	Vakinainen työsuhde (opettaja)	Masku
26.10.2015 klo 21.01.44	#N/A	Uusimaa	Omaksi iloksi	En	Racket (7-9)	?	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	5-10h	Mies	46-55	proj.ins.	
27.10.2015 klo 9.34.28	#N/A	Pirkanmaa		Kyllä, mutta olen jättänyt kesken	En tiedä vielä		JavaScript, Python, C/C++, Java, Basic (Visual, Cool, tms), HTML, CSS	En ole koskaan käyttänyt ohjelmointia opetustyössä	2-3h	Mies	46-55	Työtön, ei työelämässä	
27.10.2015 klo 16.09.44	#N/A	Etelä-Karjala	Perusopetus luokat 1-2, Perusopetus luokat 7-9	En	Scratch (3-6), Racket (7-9)	Olen luokanopettaja, Matematiikka	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	3-5h	Nainen	36-45	Vakinainen työsuhde (opettaja)	Luumäki
27.10.2015 klo 19.56.10	#N/A	Etelä-Savo	Perusopetus luokat 1-2, Perusopetus luokat 3-6, Perusopetus luokat 7-9	En	ScratchJr (E-2)	Olen luokanopettaja, Musiikki	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	46-55	Vakinainen työsuhde (opettaja)	Sulkava
27.10.2015 klo 22.23.55	#N/A	Etelä-Savo	Perusopetus luokat 1-2	En	ScratchJr (E-2), Scratch (3-6), Racket (7-9), En tiedä vielä	Olen erityisopettaja, Äidinkieli ja kirjallisuus, Matematiikka, Uskonto ja/tai ET, Tietotekniikka, Käsityö, Musiikki, Kuvataide, Liikunta	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	46-55	Vakinainen työsuhde (opettaja)	Pieksämäki
28.10.2015 klo 20.55.29	#N/A	Pirkanmaa	Perusopetus luokat 1-2	En	ScratchJr (E-2)	Olen luokanopettaja, Historia ja yhteiskuntaoppi, Liikunta	HTML, CSS	En ole koskaan käyttänyt ohjelmointia opetustyössä	2-3h	Nainen	36-45	Vakinainen työsuhde (opettaja)	Orivesi
29.10.2015 klo 9.36.16	#N/A	Kainuu	Perusopetus luokat 7-9, Lukio	En	En tiedä vielä	Kielet	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	2-3h	Nainen	36-45	Vakinainen työsuhde (opettaja)	Paltamo
29.10.2015 klo 10.23.47	#N/A	Pohjois-Savo	Perusopetus luokat 7-9	En	Racket (7-9)	Matematiikka, Fysiikka ja/tai kemia	Modula 2	En ole koskaan käyttänyt ohjelmointia opetustyössä	3-5h	Nainen	36-45	Vakinainen työsuhde (opettaja)	Kuopio
29.10.2015 klo 10.45.39	#N/A	Lappi	Perusopetus luokat 7-9	En	Racket (7-9)	Matematiikka, Fysiikka ja/tai kemia, Tietotekniikka	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	25-35	Sijainen, määräaikainen (opettaja)	Keminmaa
29.10.2015 klo 11.23.21	#N/A	Uusimaa	Perusopetus luokat 7-9	En	Racket (7-9)	Matematiikka, Fysiikka ja/tai kemia	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	36-45	Vakinainen työsuhde (opettaja)	Espoo
29.10.2015 klo 11.34.57	#N/A	Keski-Suomi	Perusopetus luokat 7-9	En	Racket (7-9)	Matematiikka, Fysiikka ja/tai kemia	C/C++, Basic (Visual, Cool, tms), HTML, CSS	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	46-55	Vakinainen työsuhde (opettaja)	
29.10.2015 klo 15.45.15	#N/A	Satakunta	Perusopetus luokat 1-2	En	ScratchJr (E-2)	Koulunkäyntiohjaaja	Java, HTML, CSS	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	Yli 55	Koulunkäyntiohjaaja	
29.10.2015 klo 18.18.40	#N/A	Lappi	Perusopetus luokat 3-6	En	ScratchJr (E-2), Scratch (3-6)	Olen luokanopettaja, Äidinkieli ja kirjallisuus, Matematiikka, Kielet, Biologia ja/tai maantieto, Uskonto ja/tai ET, Tietotekniikka, Käsityö, Liikunta	Lego RXT, NXT tai EV3	Olemme kokeilleet valmiita sivustoja oppilaiden kanssa (esim. code.org), Olemme ohjelmoineet muutamia tunteja (alle 10)	0-1h	Mies	46-55	Vakinainen työsuhde (opettaja)	Rovaniemi
29.10.2015 klo 19.44.20	#N/A	Uusimaa	Perusopetus luokat 3-6	En	Scratch (3-6)	Olen luokanopettaja	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	3-5h	Nainen	Yli 55	Sijainen, määräaikainen (opettaja)	Vantaa
29.10.2015 klo 20.05.22	#N/A	Pohjois-Savo	Perusopetus luokat 7-9	En	Racket (7-9)	Matematiikka, Fysiikka ja/tai kemia	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	2-3h	Nainen	25-35	Vakinainen työsuhde (opettaja)	Kuopio
29.10.2015 klo 20.26.35	#N/A	Pohjois-Pohjanmaa	Perusopetus luokat 1-2, Perusopetus luokat 3-6, Perusopetus luokat 7-9	En	ScratchJr (E-2), Scratch (3-6)	Tietotekniikka	Code.org, Turtle Roy, Lego RXT, NXT tai EV3, JavaScript, Python, C/C++, Java, Basic (Visual, Cool, tms), HTML, CSS	Olemme kokeilleet valmiita sivustoja oppilaiden kanssa (esim. code.org), Olen opettanut ohjelmointia pidemmän jakson (yli 10), Vedän ohjelmointikerhoa	0-1h	Nainen	36-45	Sijainen, määräaikainen (opettaja)	Ylivieska
30.10.2015 klo 14.27.42	#N/A	Satakunta	Perusopetus luokat 3-6, Perusopetus luokat 7-9, Lukio	En	Scratch (3-6)	Olen erityisopettaja	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	25-35	Vakinainen työsuhde (opettaja)	Pori
30.10.2015 klo 15.57.38	#N/A	Uusimaa	Opettajien taydennyskoulutus	Kyllä, mutta olen jättänyt kesken	ScratchJr (E-2)	Tvt opetuksessa	Java, Basic (Visual, Cool, tms)	En ole opettanut ohjelmointia mutta ohjelmoinnista on ollut apua opetustyössä muuten	0-1h	Nainen	46-55	freelancer	
30.10.2015 klo 18.07.52	#N/A	Pohjois-Karjala	Perusopetus luokat 3-6	Kyllä, olen suorittanut loppuun asti	Scratch (3-6)	Olen luokanopettaja	Logo	Olen opettanut ohjelmointia pidemmän jakson (yli 10)	2-3h	Nainen	46-55	Vakinainen työsuhde (opettaja)	Kontiolahti
30.10.2015 klo 18.59.34	#N/A	Keski-Suomi	Ammattillinen koulutus, Ammattikorkeakoulu, Yliopisto	En	ScratchJr (E-2), Scratch (3-6), Racket (7-9)	Tietotekniikka	Lego RXT, NXT tai EV3, C/C++, C#, Basic (Visual, Cool, tms), turbo pascal, cobol	Olen opettanut ohjelmointia pidemmän jakson (yli 10)	3-5h	Mies	46-55	vaihtamassa ammattia	
31.10.2015 klo 11.49.32	#N/A	Pirkanmaa	Esiopetus, Perusopetus luokat 1-2, Perusopetus luokat 3-6	En	ScratchJr (E-2), Scratch (3-6)	Olen luokanopettaja	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	Käytän niin paljon kuin se vaatii	Nainen	25-35	Sijainen, määräaikainen (opettaja)	Lempäälä
31.10.2015 klo 12.11.46	#N/A	Keski-Suomi	Perusopetus luokat 3-6	En	ScratchJr (E-2)	Olen luokanopettaja, Äidinkieli ja kirjallisuus, Matematiikka, Kielet, Biologia ja/tai maantieto, Fysiikka ja/tai kemia, Historia ja yhteiskuntaoppi, Uskonto ja/tai ET, Käsityö, Kuvataide, Liikunta	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	46-55	Vakinainen työsuhde (opettaja)	Jyväskylä
31.10.2015 klo 12.42.59	#N/A	Uusimaa	Perusopetus luokat 7-9	En	Racket (7-9)	Historia ja yhteiskuntaoppi, Oppilaanohjaus, Liikunta	En ole koskaan ohjelmoinut mitään	En ole koskaan käyttänyt ohjelmointia opetustyössä	1-2h	Nainen	25-35	Sijainen, määräaikainen (opettaja)	Vihti
